Language,Category,Aspect,Count,Negative,Neutral,Positive,Negative_Probability,Neutral_Probability,Positive_Probability
German,PostDoc,struktur,66,16,46,4,0.34600711105899373,0.5493270312294816,0.10466584680376176
German,PostDoc,studium,95,24,62,9,0.34221257669361016,0.49234291307236017,0.16544450885175085
German,PostDoc,stunde,79,21,54,4,0.3196616185050976,0.5322818146381951,0.14805656207041645
German,PostDoc,system,397,225,150,22,0.5384339978331958,0.3528319855903273,0.10873401136857733
German,PostDoc,tag,143,42,79,22,0.34485491091659015,0.43542798087521867,0.21971711115195197
German,PostDoc,teil,91,27,57,7,0.3325087245103422,0.4917811377608514,0.17571013949934267
German,PostDoc,thema,255,57,162,36,0.29451207175266503,0.5241108300127819,0.18137710278890293
German,PostDoc,thread,175,27,90,58,0.2454363212202276,0.40015609504921096,0.35440758318773335
German,PostDoc,track,52,11,39,2,0.2950844296182577,0.5457772340338963,0.15913833559562376
German,PostDoc,tweet,88,21,53,14,0.2900956434578719,0.4836961269293996,0.22620823487258426
German,PostDoc,uhr,66,10,51,5,0.21475113829541384,0.6427182972882733,0.1425305613119042
German,PostDoc,un,70,24,40,6,0.3812312642910651,0.4637328630047185,0.15503587477973524
German,PostDoc,uni,555,205,315,35,0.42131730479163093,0.45578618937650245,0.1228965053200587
German,PostDoc,universität,309,91,199,19,0.3707141024467436,0.5151112394763042,0.11417465742291655
German,PostDoc,urlaub,52,22,25,5,0.4546559564769268,0.39597637134675795,0.1493676759016055
German,PostDoc,verantwortung,59,15,39,5,0.3279949936194945,0.481803325904628,0.1902016683055435
German,PostDoc,vertrag,253,55,182,16,0.30337913027364505,0.5661542226409488,0.13046665146593517
German,PostDoc,verwaltung,53,19,33,1,0.405881599364978,0.4986385387491505,0.09547986525971931
German,PostDoc,video,83,22,46,15,0.3499887407903211,0.43720480644828585,0.21280645466892112
German,PostDoc,vorschlag,109,33,51,25,0.3474662392955581,0.40715952538842454,0.24537424144224013
German,PostDoc,wirtschaft,79,23,49,7,0.42188388623202905,0.4302090483281431,0.1479070638129605
German,PostDoc,wissenschaft,844,270,507,67,0.38250008085963283,0.4850649703294039,0.13243494615713527
German,PostDoc,wissenschaftler,428,184,227,17,0.4473986330694545,0.4434095756803578,0.10919178927656713
German,PostDoc,wissenschaftlerin,63,17,39,7,0.3687456385010764,0.4833653789191019,0.14788898742861215
German,PostDoc,wissenschaftssystem,161,59,87,15,0.42366860820825053,0.44729722235698877,0.12903417233863598
German,PostDoc,woche,163,43,100,20,0.3388006900968544,0.47159116487790104,0.18960814010580437
German,PostDoc,wort,93,46,25,22,0.4644115913699391,0.3175142304671387,0.21807418011569524
German,PostDoc,zeit,363,128,198,37,0.3982471388356745,0.4355337665962779,0.16621909251298042
German,PostDoc,zukunft,72,24,40,8,0.3553993452288624,0.46126240791959894,0.18333823960791856
German,Professor,antrag,93,27,64,2,0.35248887663086254,0.5275433468081618,0.11996776946089277
German,Professor,antwort,87,32,43,12,0.39668280744775275,0.4112010233361146,0.19211617421530097
German,Professor,arbeit,260,85,144,31,0.3777670442699813,0.4446442733447139,0.17758868370706643
German,Professor,arbeitsbedingung,183,64,97,22,0.412439856169328,0.4147997636327652,0.17276038526674434
German,Professor,argument,99,53,40,6,0.514702664104977,0.3635881459434526,0.121709188493439
German,Professor,artikel,55,19,25,11,0.3387833191928538,0.41675481952049515,0.24446186115118587
German,Professor,ausland,79,25,44,10,0.38845672736628145,0.4554122251140166,0.15613105082059203
German,Professor,bedingung,76,31,37,8,0.43720920344716624,0.4170047737118837,0.14578602799998688
German,Professor,befristung,149,50,91,8,0.38349568493814273,0.5020558362539183,0.114448483608313
German,Professor,beitrag,88,13,50,25,0.21035789609463373,0.4715627502988685,0.3180793500399555
German,Professor,beruf,59,25,27,7,0.3854003803709806,0.41107232874985467,0.2035272838232123
German,Professor,bewerbung,73,25,37,11,0.36546833512105353,0.4396044901278737,0.194927175542059
German,Professor,bmbf,81,45,32,4,0.4881698687871297,0.3926328933901257,0.11919723361454623
German,Professor,buch,53,5,42,6,0.2436320169846404,0.5804329844859412,0.17593500865096187
German,Professor,chance,106,41,53,12,0.4272276870730632,0.3772044904740914,0.19556782211897505
German,Professor,dauerstelle,86,20,63,3,0.35052599030178644,0.5502446279969326,0.09922938012019836
German,Professor,debatte,100,30,61,9,0.35570923537015914,0.49753145011141897,0.14675931672565634
German,Professor,deutschland,138,55,68,15,0.46617075530947116,0.38617640610892273,0.14765283827116518
German,Professor,diskussion,133,32,74,27,0.3055101611574453,0.47186737588809846,0.22262245768162986
German,Professor,drittmittel,89,28,58,3,0.3834177049274525,0.5158978324760212,0.10068446343367016
German,Professor,druck,63,28,32,3,0.44800608256270014,0.426028395899468,0.12596552112391066
German,Professor,entfristung,83,27,51,5,0.39504619283848497,0.4757674989032458,0.12918630917837098
German,Professor,entscheidung,59,16,42,1,0.3859301474639925,0.5089918306192099,0.1050780279467166
German,Professor,erfahrung,67,17,40,10,0.290468189754148,0.5032247294908139,0.20630708442472695
German,Professor,fach,72,30,36,6,0.39512547395295566,0.45478643130304086,0.15008809444649762
German,Professor,familie,61,23,33,5,0.37315998177547927,0.4855493320549121,0.141290685131413
German,Professor,finanzierung,56,18,35,3,0.3646074840798974,0.5024374676203089,0.13295504829979365
German,Professor,forderung,51,17,32,2,0.39497109805690306,0.49301062115267213,0.11201827527553423
German,Professor,forschung,373,99,238,36,0.3263095075429364,0.5050268209072444,0.1686636720566783
German,Professor,frage,125,38,77,10,0.3792902593612671,0.49270094364881517,0.12800879523158068
German,Professor,frau,63,24,30,9,0.4028733673668097,0.41437247218120665,0.18275415916587148
German,Professor,geld,135,66,61,8,0.47197642944477225,0.39760447271444177,0.13041909957925474
German,Professor,generation,78,39,33,6,0.503790080642853,0.34859454464644957,0.14761537551067958
German,Professor,gesellschaft,59,23,31,5,0.39848862809397406,0.4384685512316429,0.16304282108479634
German,Professor,gesetz,64,28,33,3,0.4739482229342684,0.41872312972554937,0.10732864456076636
German,Professor,gespräch,56,17,34,5,0.3052453426976821,0.5218926406066332,0.1728620112075337
German,Professor,glück,56,11,7,38,0.2438123650582773,0.25346617354080075,0.5027214619663677
German,Professor,grund,80,42,28,10,0.5099526426754892,0.3464449944440275,0.1436023562215268
German,Professor,habil,61,33,24,4,0.47088335967454753,0.3780862065490152,0.151030431806919
German,Professor,hanna,229,90,109,30,0.41543666013073194,0.405655769248977,0.17890757472380406
German,Professor,hochschule,241,103,128,10,0.4274926515319288,0.46625862738960017,0.10624871975297868
German,Professor,idee,72,22,30,20,0.3662132570106122,0.35786009859293694,0.2759266479406505
German,Professor,innovation,70,22,33,15,0.3794512543295111,0.3922586979078395,0.2282900435583932
German,Professor,jahr,690,215,413,62,0.35097943045387875,0.47813905444590077,0.17088151362225193
German,Professor,job,89,29,48,12,0.3704370509707526,0.41911845032669853,0.21044449732126141
German,Professor,karriere,142,51,85,6,0.3710446037011037,0.48972058290956727,0.1392348134877081
German,Professor,kind,93,39,45,9,0.44216049871137064,0.4199954720153924,0.13784402760086198
German,Professor,kollege,135,54,57,24,0.412279542632125,0.3802865289427616,0.20743393025326506
German,Professor,kommentar,54,24,20,10,0.44283245286593836,0.3597111705414675,0.19745637348818554
German,Professor,land,108,44,60,4,0.4393927766079152,0.4532055227361895,0.10740170050067477
German,Professor,lehre,127,50,60,17,0.3930846324234497,0.3997544097149466,0.2071609600029123
German,Professor,leute,203,86,76,41,0.4292943741887661,0.354795589052104,0.21591003617189197
German,Professor,liebe,53,10,15,28,0.3131723295334937,0.3295813653407232,0.3572463064436924
German,Professor,lösung,78,31,44,3,0.4609501962669385,0.43035012158827907,0.10869968326714553
German,Professor,mensch,170,84,69,17,0.4692670101738151,0.37982269168338356,0.15091029730461095
German,Professor,mitarbeiter,82,25,51,6,0.35807099306910506,0.5160964697871994,0.12583253663260394
German,Professor,mittelbau,75,16,53,6,0.36331613595287,0.49314619809389115,0.14353767449657118
German,Professor,monat,114,44,57,13,0.38844475940915574,0.43914227409843815,0.17241296766064404
German,Professor,möglichkeit,64,18,39,7,0.34224594931583846,0.4848261573933996,0.17292789120983795
German,Professor,nachwuchs,122,51,63,8,0.4376047718353936,0.40862084760284817,0.1537743836305424
German,Professor,person,53,25,26,2,0.46171302833365946,0.4478969149432092,0.09039006475359196
German,Professor,perspektive,134,26,98,10,0.26555072674666763,0.5574147370713416,0.1770345405605969
German,Professor,politik,77,33,40,4,0.4631589162465814,0.42243127212799214,0.11440981347597647
German,Professor,post,52,14,31,7,0.30393459196560657,0.4860832111623425,0.20998219212588778
German,Professor,postdoc,200,66,125,9,0.3763505783583969,0.5049992244131863,0.11865019365213808
German,Professor,problem,296,230,59,7,0.6495598063779038,0.28992172031084423,0.060518473625887845
German,Professor,prof,88,34,49,5,0.39356314337981696,0.4449739250862463,0.16146293404215772
German,Professor,professor,102,43,51,8,0.4309335937540905,0.4347107692749477,0.13435563792054556
German,Professor,professur,309,121,172,16,0.4286637845837954,0.45414484943290356,0.1171913655643565
German,Professor,projekt,130,33,86,11,0.3219000035467056,0.5093149400387819,0.16878505239549735
German,Professor,promotion,251,53,186,12,0.2878674355101775,0.584304397680845,0.12782816552887277
German,Professor,punkt,90,21,47,22,0.2874787894905441,0.4269710279587242,0.28555018152627676
German,Professor,qualifikation,57,14,41,2,0.33050051037418215,0.5572671329504565,0.1122323601882447
German,Professor,reform,83,25,50,8,0.385860097650663,0.4480421609997031,0.16609774157404894
German,Professor,sicherheit,56,13,37,6,0.35570584044658704,0.43808743031695485,0.20620673319457894
German,Professor,sinn,54,37,14,3,0.5913952713211378,0.2974828932158373,0.11112183263456377
German,Professor,situation,80,36,38,6,0.4714378963690251,0.40791012183763087,0.12065197963966053
German,Professor,stelle,265,85,159,21,0.4028232478027074,0.45343127787675497,0.14374547349816222
German,Professor,studium,76,21,49,6,0.3285354329273104,0.5141141776387629,0.15735039134558873
German,Professor,system,329,180,134,15,0.5184550490513399,0.3725787412975334,0.10896620961715743
German,Professor,tag,77,27,29,21,0.3415181195339212,0.35800905917565545,0.3004728227418351
German,Professor,thema,156,31,103,22,0.27506705463075865,0.5320334445494108,0.19289950279590598
German,Professor,thread,94,24,43,27,0.28543130831515534,0.3994202513564774,0.31514844041753637
German,Professor,track,87,12,67,8,0.26354143267561647,0.5416106216866394,0.19484794249051599
German,Professor,un,71,27,40,4,0.4299455552138913,0.45329567013492045,0.1167587823116443
German,Professor,uni,391,157,204,30,0.42733092441240234,0.4448378872879021,0.1278311879971943
German,Professor,universität,134,41,83,10,0.37068515220907194,0.5020381798272702,0.12727666847102004
German,Professor,unsicherheit,54,48,5,1,0.7170488390105741,0.21663655085420164,0.06631460718603593
German,Professor,vertrag,164,43,112,9,0.3043432874355192,0.5701980029073793,0.12545870544343454
German,Professor,video,65,23,27,15,0.38160618589474604,0.39951560554596094,0.21887821599554555
German,Professor,vorschlag,78,21,43,14,0.33096339763739163,0.43922694239956445,0.2298096628286517
German,Professor,wissenschaft,662,234,382,46,0.40175527537078387,0.4638838908294627,0.13436083210733493
German,Professor,wissenschaftler,263,84,163,16,0.39123349190608175,0.477216021742091,0.1315504862030989
German,Professor,wissenschaftssystem,171,69,82,20,0.4401430454736913,0.4217873024618068,0.13806965534319302
German,Professor,woche,77,21,42,14,0.33540938081002075,0.4308581960375433,0.23373242565612123
German,Professor,wort,54,24,24,6,0.45605491501865564,0.38359606948991615,0.16034901971687318
German,Professor,zeit,298,122,155,21,0.42591575000610127,0.41767862556664737,0.15640562733060256
German,Unknown,arbeit,200,72,110,18,0.3897174404375255,0.43908598167821766,0.17119658292271192
German,Unknown,arbeitsbedingung,156,84,60,12,0.5110186858293719,0.3657323764875913,0.12324893270404289
German,Unknown,arbeitsvertrag,75,17,56,2,0.28767538651823993,0.605563157449166,0.10676145220796263
German,Unknown,befristung,108,45,59,4,0.45672278889213447,0.44304566895934167,0.1002315400961648
German,Unknown,beitrag,59,20,25,14,0.3324827867228601,0.39410904952782694,0.27340815502013693
German,Unknown,bereich,69,24,39,6,0.3733744858291702,0.47686624429796054,0.1497592693329721
German,Unknown,bildung,62,29,31,2,0.4757185520664338,0.410603481314836,0.11367796819596998
German,Unknown,chance,70,36,18,16,0.4645701477570193,0.3051576890583549,0.23027216710948514
German,Unknown,deutschland,112,62,44,6,0.5477749140534017,0.34197058061337365,0.11025450938281466
German,Unknown,diskussion,63,26,28,9,0.38947895872924065,0.40935298676292103,0.20116805561655568
German,Unknown,druck,52,30,20,2,0.5190895889670804,0.3644294681457373,0.11648094507220841
German,Unknown,erfahrung,60,22,32,6,0.42051337311665216,0.43554472910861175,0.14394189707624414
German,Unknown,familie,62,26,30,6,0.3960956859612657,0.44238270578845856,0.16152160689835585
German,Unknown,forschung,256,86,151,19,0.3878693068836583,0.4808373416744871,0.1312933503686508
German,Unknown,frage,85,27,57,1,0.3830312818288803,0.5518599208225222,0.06510879521203387
German,Unknown,geld,139,66,66,7,0.4731507480358906,0.41252479134060493,0.11432445707241833
German,Unknown,gesellschaft,74,43,27,4,0.4994043385660326,0.3868419592948379,0.11375369772163996
German,Unknown,gesetz,58,31,26,1,0.5052182003213413,0.40927990410348464,0.08550189579997593
German,Unknown,grund,64,33,29,2,0.5084089743322693,0.37287203370942734,0.11871899262769144
German,Unknown,hanna,187,76,80,31,0.4092080195280001,0.3859352786492377,0.20485669921804714
German,Unknown,hochschule,147,47,93,7,0.3861340375325712,0.4972156496579144,0.11665031094686916
German,Unknown,jahr,648,197,386,65,0.355029829363856,0.47128597522200444,0.17368419446700742
German,Unknown,job,157,70,70,17,0.4738443248733214,0.3591529720694206,0.16700270671729633
German,Unknown,karriere,98,44,51,3,0.43323239813349684,0.4467873054043371,0.1199802903895627
German,Unknown,kind,104,57,41,6,0.5173207290040759,0.3635056921854042,0.11917358177463305
German,Unknown,kollege,87,34,39,14,0.4145152196074012,0.3768301060230568,0.2086546657307223
German,Unknown,land,72,35,28,9,0.5109683899208903,0.3551517478190362,0.13387986369586236
German,Unknown,leute,157,84,60,13,0.4934929638365462,0.3615220944592907,0.14498494644975582
German,Unknown,mensch,213,107,89,17,0.5103789099400312,0.3575502350366731,0.13207085449423445
German,Unknown,mittelbau,84,30,52,2,0.41889038398152306,0.46793252872746616,0.11317708879886634
German,Unknown,monat,116,37,66,13,0.34034759305610224,0.4709892813116312,0.1886631239623088
German,Unknown,nachwuchs,67,30,32,5,0.46020508318472264,0.37658809495172396,0.16320682037621734
German,Unknown,person,51,22,28,1,0.43829076503421743,0.4741050736869083,0.0876041569327022
German,Unknown,perspektive,78,32,41,5,0.4182405901642946,0.4532553130426468,0.12850409921688524
German,Unknown,politik,68,31,35,2,0.4490099463830976,0.44227603047757463,0.10871402090689274
German,Unknown,post,54,18,33,3,0.33624350569314426,0.5277957218112769,0.13596076611429447
German,Unknown,postdoc,88,36,48,4,0.412509812338447,0.4780083701691844,0.10948182360946451
German,Unknown,problem,232,182,43,7,0.6579754715143092,0.2744102741687976,0.0676142559507219
German,Unknown,prof,82,42,33,7,0.46753020298371956,0.3721803206859565,0.16028948312216412
German,Unknown,professor,78,40,33,5,0.4640410751677476,0.4134008969920568,0.122558031995327
German,Unknown,professur,112,47,63,2,0.43256044460992726,0.474088575325108,0.09335098082166426
German,Unknown,projekt,69,27,33,9,0.36248240673887555,0.46609759309153626,0.171419999062799
German,Unknown,promotion,198,59,120,19,0.34531349752738016,0.4967866075610874,0.15789989900370735
German,Unknown,sache,53,25,22,6,0.45297823185628316,0.35962645846577185,0.18739531094313788
German,Unknown,semester,64,16,39,9,0.32891243463382125,0.4878653912455775,0.18322217890818135
German,Unknown,situation,59,43,12,4,0.6224924391609127,0.2891509172711837,0.08835663712757114
German,Unknown,stelle,183,72,93,18,0.4302797358829141,0.4208778217434883,0.14884244417517234
German,Unknown,studium,147,52,82,13,0.3806626561040781,0.46305778620093047,0.15627956116686056
German,Unknown,stunde,53,11,38,4,0.3144990479889906,0.5165070916684169,0.16899385015076057
German,Unknown,system,198,114,69,15,0.5513366018280839,0.3289125750236439,0.11975082530254363
German,Unknown,tag,123,47,54,22,0.4018010080951016,0.38591468715813104,0.21228430467862178
German,Unknown,thema,151,55,77,19,0.3807340180933081,0.46239062740362635,0.1568753484278818
German,Unknown,uhr,51,11,37,3,0.2429393816228006,0.6150992124104032,0.14196140582070627
German,Unknown,uni,399,162,209,28,0.440346188591163,0.4371905658804907,0.12246324676777558
German,Unknown,universität,130,50,71,9,0.4213975560206633,0.4581000703172042,0.12050237452181482
German,Unknown,vertrag,196,56,125,15,0.33593501285554805,0.5263101166418317,0.13775486877302123
German,Unknown,wirtschaft,72,29,39,4,0.4570824910576145,0.4128222279250622,0.13009527586917904
German,Unknown,wissenschaft,469,174,261,34,0.40049636634841146,0.4721047616224172,0.12739886699923506
German,Unknown,wissenschaftler,201,96,92,13,0.4647540089058046,0.4155950427277764,0.11965095122525493
German,Unknown,wissenschaftssystem,53,28,21,4,0.5163022195393184,0.37174869318193987,0.11194909014299788
German,Unknown,woche,95,26,56,13,0.3637277686674344,0.44224361820440544,0.19402861657895537
German,Unknown,zeit,190,79,96,15,0.4206087087820235,0.41375297602070005,0.1656383143492827
German,Unknown,zukunft,55,18,27,10,0.3508355668999932,0.4496724231676622,0.19949200407347892
