Category,Language,Aspect,Count,Negative,Neutral,Positive
PhDStudent,German,arbeitsbedingungen,9,6,1,2
PhDStudent,German,artikel,9,5,0,4
PhDStudent,German,debatte,9,1,5,3
PhDStudent,German,menschen,9,6,2,1
PhDStudent,German,ministerin,9,7,2,0
PhDStudent,German,arbeit,8,4,0,4
PhDStudent,German,politik,8,6,2,0
PhDStudent,German,systems,8,8,0,0
PhDStudent,German,weg,8,7,1,0
PhDStudent,German,vertrag,7,4,1,2
PhDStudent,German,prof,7,6,0,1
PhDStudent,German,bildung,7,2,2,3
PhDStudent,German,professur,7,6,0,1
PhDStudent,German,professuren,7,7,0,0
PhDStudent,German,personal,7,7,0,0
PhDStudent,German,diskussion,7,4,1,2
PhDStudent,German,leben,6,5,1,0
PhDStudent,German,wissenschaftler,6,3,1,2
PhDStudent,German,karriere,6,4,2,0
PhDStudent,German,vortrag,6,3,2,1
PhDStudent,German,institutionen,6,6,0,0
PhDStudent,German,twitter,6,0,5,1
PhDStudent,German,veranstaltung,6,2,3,1
PhDStudent,German,urlaub,6,3,3,0
PhDStudent,German,überstunden,6,5,1,0
PhDStudent,German,zeit,6,5,0,1
PhDStudent,German,punkt,6,2,4,0
PhDStudent,German,motivation,6,3,2,1
PhDStudent,German,reform,6,5,1,0
PhDStudent,German,wissenschaftlerinnen,5,3,1,1
PhDStudent,German,verträge,5,4,1,0
PhDStudent,German,lage,5,4,1,0
PhDStudent,German,punkte,5,1,0,4
PhDStudent,German,perspektive,5,2,2,1
PhDStudent,German,buch,5,1,2,2
PhDStudent,German,beruf,5,0,1,4
PhDStudent,German,argument,5,5,0,0
PhDStudent,German,verwaltung,5,3,0,2
PhDStudent,German,finanzierung,5,5,0,0
PhDStudent,German,studierende,5,4,1,0
PhDStudent,German,bund,5,2,3,0
PhDStudent,German,wissenschaftler innen,5,3,1,1
PhDStudent,German,arbeiten,5,4,0,1
PhDStudent,German,promovierende,5,4,0,1
PhDStudent,German,rolle,4,0,3,1
PhDStudent,German,chef,4,2,1,1
PhDStudent,German,chefin,4,1,1,2
PhDStudent,German,ministerium,4,2,2,0
PhDStudent,German,account,4,1,2,1
PhDStudent,German,mitarbeiter,4,4,0,0
PhDStudent,German,spiel,4,2,2,0
PhDStudent,German,verantwortung,4,3,1,0
PhDStudent,German,eltern,4,3,1,0
PhDStudent,German,professorin,4,2,1,1
PhDStudent,German,forschung,4,2,0,2
PhDStudent,German,universität,4,3,0,1
PhDStudent,German,beitrag,4,1,1,2
PhDStudent,German,betreuung,4,3,0,1
PhDStudent,German,astrid mannes,4,1,3,0
PhDStudent,German,risiko,4,2,0,2
PhDStudent,German,mittelbau,4,3,1,0
PhDStudent,German,studium,4,2,0,2
PhDStudent,German,kinder,4,1,3,0
PhDStudent,German,programm,4,1,1,2
PhDStudent,German,interview,4,0,1,3
PhDStudent,German,dauerstellen,4,4,0,0
PhDStudent,German,text,4,3,0,1
PhDStudent,German,jobs,4,2,1,1
PhDStudent,German,nachwuchs,4,2,2,0
PhDStudent,German,aspekt,4,0,2,2
PhDStudent,German,seminar,4,1,1,2
PhDStudent,German,forum,3,1,2,0
PhDStudent,German,diskussionen,3,3,0,0
PhDStudent,German,personalrat,3,1,0,2
PhDStudent,German,gehalt,3,3,0,0
PhDStudent,German,unis,3,3,0,0
PhDStudent,German,perspektiven,3,1,1,1
PhDStudent,German,praxis,3,3,0,0
PhDStudent,German,petition,3,0,3,0
PhDStudent,German,beschäftigungsverhältnisse,3,2,0,1
PhDStudent,German,studierenden,3,1,1,1
PhDStudent,German,bezahlung,3,1,0,2
PhDStudent,German,beschäftigungsbedingungen,3,3,0,0
PhDStudent,German,bereich,3,1,2,0
PhDStudent,German,stunden,3,2,1,0
PhDStudent,German,frau,3,3,0,0
PhDStudent,German,idee,3,2,0,1
PhDStudent,German,platz,3,3,0,0
PhDStudent,German,chance,3,2,1,0
PhDStudent,German,lehrende,3,2,0,1
PhDStudent,German,anstellungen,3,3,0,0
PhDStudent,German,lehrenden,3,3,0,0
PhDStudent,German,termin,3,2,0,1
PhDStudent,German,team,3,0,0,3
PhDStudent,German,arbeitsmarkt,3,1,1,1
PhDStudent,German,projekte,3,2,0,1
PhDStudent,German,grund,3,3,0,0
PhDStudent,German,präsidentin,3,3,0,0
PhDStudent,German,gesetz,3,1,1,1
PhDStudent,German,argumente,3,3,0,0
PhDStudent,German,rede,3,2,0,1
PhDStudent,German,themen,3,1,0,2
PhDStudent,German,personen,3,2,1,0
PhDStudent,German,angebot,3,3,0,0
PhDStudent,German,druck,3,3,0,0
PhDStudent,German,probleme,3,3,0,0
PhDStudent,German,kosten,3,3,0,0
PhDStudent,German,bildungsministerin,3,1,1,1
PhDStudent,German,amp,3,2,1,0
PhDStudent,German,regelung,2,2,0,0
PhDStudent,German,institut,2,2,0,0
PhDStudent,German,positionspapier,2,0,2,0
PhDStudent,German,raum,2,0,2,0
PhDStudent,German,institution,2,2,0,0
PhDStudent,German,post,2,1,1,0
PhDStudent,German,chancen,2,2,0,0
PhDStudent,German,frau karliczek,2,2,0,0
PhDStudent,German,regierung,2,1,0,1
PhDStudent,German,corona,2,1,1,0
PhDStudent,German,promotionszeiten,2,2,0,0
PhDStudent,German,postdocs,2,2,0,0
PhDStudent,German,herr kronthaler,2,2,0,0
PhDStudent,German,sektor,2,2,0,0
PhDStudent,German,promovierten,2,2,0,0
PhDStudent,German,semester,2,0,0,2
PhDStudent,German,seminare,2,2,0,0
PhDStudent,German,gespräch,2,1,0,1
PhDStudent,German,september,2,0,2,0
PhDStudent,German,projekt,2,1,0,1
PhDStudent,German,programme,2,1,1,0
PhDStudent,German,skills,2,1,0,1
PhDStudent,German,profs,2,2,0,0
PhDStudent,German,sache,2,1,0,1
PhDStudent,German,energie,2,1,0,1
PhDStudent,German,prüfungen,2,2,0,0
PhDStudent,German,psychologe,2,0,2,0
PhDStudent,German,status,2,2,0,0
PhDStudent,German,des,2,1,0,1
PhDStudent,German,problem,2,1,1,0
PhDStudent,German,forderungen,2,2,0,0
PhDStudent,German,privileg,2,0,0,2
PhDStudent,German,hrk,2,2,0,0
PhDStudent,German,stipendien,2,2,0,0
PhDStudent,German,preis,2,2,0,0
PhDStudent,German,strukturen,2,0,0,2
PhDStudent,German,forschenden,2,2,0,0
PhDStudent,German,studentin,2,0,0,2
PhDStudent,German,inhalte,2,1,0,1
PhDStudent,German,studie,2,0,2,0
PhDStudent,German,qualifizierung,2,1,0,1
PhDStudent,German,studiengebühren,2,2,0,0
PhDStudent,German,deutschland,2,1,1,0
PhDStudent,German,sprache,2,1,0,1
PhDStudent,German,plan,2,1,0,1
PhDStudent,German,leuten,2,1,0,1
PhDStudent,German,konzept,2,2,0,0
PhDStudent,German,beiträge,2,0,0,2
PhDStudent,German,kolleg,2,1,0,1
PhDStudent,German,uni,2,1,0,1
PhDStudent,German,universitäten,2,2,0,0
PhDStudent,German,arbeitszeit,2,2,0,0
PhDStudent,German,paper,2,0,2,0
PhDStudent,German,workshop,2,1,0,1
PhDStudent,German,angestellte,2,2,0,0
PhDStudent,German,befristung,2,1,1,0
PhDStudent,German,kommunikation,2,0,0,2
PhDStudent,German,panel,2,1,0,1
PhDStudent,German,wissenschaftssystem,2,2,0,0
PhDStudent,German,ort,2,0,1,1
PhDStudent,German,alternative,2,0,1,1
PhDStudent,German,anreize,2,2,0,0
PhDStudent,German,kunst,2,1,1,0
PhDStudent,German,anstellung,2,2,0,0
PhDStudent,German,auftritt,2,2,0,0
PhDStudent,German,jahren,2,2,0,0
PhDStudent,German,wimi,2,2,0,0
PhDStudent,German,auf,2,1,1,0
PhDStudent,German,lehraufträge,2,1,1,0
PhDStudent,German,assistent,2,1,0,1
PhDStudent,German,argumenten,2,1,1,0
PhDStudent,German,vorträge,2,1,1,0
PhDStudent,German,laura,2,0,0,2
PhDStudent,German,umfrage,2,1,1,0
PhDStudent,German,nebenjob,2,1,1,0
PhDStudent,German,betreuerin,2,0,0,2
PhDStudent,German,personals,2,1,1,0
PhDStudent,German,zweck,2,1,0,1
PhDStudent,German,alg,2,2,0,0
PhDStudent,German,kaffee,2,0,2,0
PhDStudent,German,bild,2,2,0,0
PhDStudent,German,bmbf,2,0,2,0
PhDStudent,German,podcast,2,0,0,2
PhDStudent,German,betrieb,2,2,0,0
PhDStudent,German,betreuer,2,1,0,1
PhDStudent,German,texte,2,1,0,1
PhDStudent,German,ag,2,1,1,0
PhDStudent,German,logik,2,1,1,0
PhDStudent,German,kind,2,1,1,0
PhDStudent,German,möglichkeit,1,1,0,0
PhDStudent,German,mutter,1,1,0,0
PhDStudent,German,nachwuchsgruppe,1,0,1,0
PhDStudent,German,promovieren,1,1,0,0
PhDStudent,German,musik,1,0,0,1
PhDStudent,German,nachwuchses,1,1,0,0
PhDStudent,German,master,1,1,0,0
PhDStudent,German,maßnahmen,1,1,0,0
PhDStudent,German,möhren,1,1,0,0
PhDStudent,German,promo,1,1,0,0
PhDStudent,German,recherchen,1,1,0,0
PhDStudent,German,material,1,0,0,1
PhDStudent,German,recht,1,1,0,0
PhDStudent,German,morgen,1,0,1,0
PhDStudent,German,projektmittel,1,1,0,0
PhDStudent,German,minister,1,0,0,1
PhDStudent,German,präsident,1,1,0,0
PhDStudent,German,prozent,1,0,1,0
PhDStudent,German,meine studierenden,1,0,0,1
PhDStudent,German,ministerien,1,1,0,0
PhDStudent,German,misere,1,1,0,0
PhDStudent,German,publikum,1,0,1,0
PhDStudent,German,methodiken,1,1,0,0
PhDStudent,German,quasimonopols,1,1,0,0
PhDStudent,German,mitarbeitende,1,0,1,0
PhDStudent,German,quiz,1,0,1,0
PhDStudent,German,mentor,1,1,0,0
PhDStudent,German,publikation,1,0,0,1
PhDStudent,German,mitarbeiter innen,1,1,0,0
PhDStudent,German,rad,1,0,1,0
PhDStudent,German,mitarbeiterin,1,1,0,0
PhDStudent,German,mobbing,1,1,0,0
PhDStudent,German,moment,1,1,0,0
PhDStudent,German,rassismus,1,1,0,0
PhDStudent,German,präsidenten,1,1,0,0
PhDStudent,German,mensadate,1,1,0,0
PhDStudent,German,politik journalisten,1,0,0,1
PhDStudent,German,normalbetrieb,1,1,0,0
PhDStudent,German,programms,1,0,1,0
PhDStudent,German,personalentwicklungskonzept,1,0,1,0
PhDStudent,German,paul,1,0,1,0
PhDStudent,German,pensum,1,1,0,0
PhDStudent,German,praktikumsbedingungen,1,1,0,0
PhDStudent,German,personalabteilungen,1,1,0,0
PhDStudent,German,personaldezernat,1,1,0,0
PhDStudent,German,praktikum,1,1,0,0
PhDStudent,German,personalentwicklung,1,1,0,0
PhDStudent,German,posts,1,1,0,0
PhDStudent,German,poster,1,1,0,0
PhDStudent,German,postdocstelle,1,1,0,0
PhDStudent,German,peter,1,0,1,0
PhDStudent,German,neuen,1,0,0,1
PhDStudent,German,petra,1,0,1,0
PhDStudent,German,pflege,1,1,0,0
PhDStudent,German,pflicht,1,0,1,0
PhDStudent,German,redner innen,1,1,0,0
PhDStudent,German,post doc,1,1,0,0
PhDStudent,German,planung,1,1,0,0
PhDStudent,German,position,1,0,0,1
PhDStudent,German,porträt,1,0,0,1
PhDStudent,German,podcasts,1,0,0,1
PhDStudent,German,pointe,1,1,0,0
PhDStudent,German,predoc phase,1,1,0,0
PhDStudent,German,partner,1,0,1,0
PhDStudent,German,papa,1,1,0,0
PhDStudent,German,preise,1,1,0,0
PhDStudent,German,news,1,1,0,0
PhDStudent,German,profilbild,1,0,0,1
PhDStudent,German,newsletter,1,0,1,0
PhDStudent,German,nina,1,0,0,1
PhDStudent,German,professorinnen,1,1,0,0
PhDStudent,German,nobelpreis,1,1,0,0
PhDStudent,German,not,1,0,1,0
PhDStudent,German,professoren,1,0,0,1
PhDStudent,German,oliver,1,0,1,0
PhDStudent,German,prof jürgen,1,0,1,0
PhDStudent,German,option,1,0,0,1
PhDStudent,German,organisationen,1,1,0,0
PhDStudent,German,problems,1,1,0,0
PhDStudent,German,orte,1,0,0,1
PhDStudent,German,ortswechsel,1,1,0,0
PhDStudent,German,output,1,1,0,0
PhDStudent,German,privilegien,1,1,0,0
PhDStudent,German,pandemie,1,0,1,0
PhDStudent,German,pressekonferenz,1,0,1,0
PhDStudent,German,presse,1,1,0,0
PhDStudent,German,preises,1,1,0,0
PhDStudent,German,redner,1,0,1,0
PhDStudent,German,sozialversicherung,1,1,0,0
PhDStudent,German,referent,1,1,0,0
PhDStudent,German,von,1,1,0,0
PhDStudent,German,unhaltbarer arbeitsbedingungen,1,1,0,0
PhDStudent,German,universitätslandschaft,1,0,0,1
PhDStudent,German,unsicherheit,1,1,0,0
PhDStudent,German,unterfinanzierung,1,1,0,0
PhDStudent,German,unterrichtsstunden,1,1,0,0
PhDStudent,German,unterschreibt,1,1,0,0
PhDStudent,German,urlaubs,1,0,1,0
PhDStudent,German,ursprung,1,1,0,0
PhDStudent,German,user base,1,0,0,1
PhDStudent,German,verbreitung,1,0,0,1
PhDStudent,German,verhältnisse,1,1,0,0
PhDStudent,German,verkaufe,1,1,0,0
PhDStudent,German,version,1,0,1,0
PhDStudent,German,verständnis,1,0,0,1
PhDStudent,German,vertraege,1,1,0,0
PhDStudent,German,verträgen,1,0,0,1
PhDStudent,German,verwaltungsaufwand,1,1,0,0
PhDStudent,German,verwertbarkeit,1,1,0,0
PhDStudent,German,videos,1,0,1,0
PhDStudent,German,unbefristete,1,0,0,1
PhDStudent,German,umzug,1,0,1,0
PhDStudent,German,umstand,1,1,0,0
PhDStudent,German,treff,1,0,1,0
PhDStudent,German,topic,1,0,1,0
PhDStudent,German,torte,1,1,0,0
PhDStudent,German,track,1,1,0,0
PhDStudent,German,track professur,1,0,1,0
PhDStudent,German,trailer,1,0,1,0
PhDStudent,German,tram,1,0,1,0
PhDStudent,German,transformation,1,0,1,0
PhDStudent,German,transparenz,1,0,0,1
PhDStudent,German,treffen,1,0,1,0
PhDStudent,German,umgang,1,0,0,1
PhDStudent,German,tropfen,1,1,0,0
PhDStudent,German,tweet,1,0,0,1
PhDStudent,German,twitch kanal,1,0,1,0
PhDStudent,German,twitter account,1,0,1,0
PhDStudent,German,twitter leute,1,1,0,0
PhDStudent,German,typ,1,1,0,0
PhDStudent,German,ug,1,1,0,0
PhDStudent,German,umfeld,1,0,0,1
PhDStudent,German,volontariste,1,0,0,1
PhDStudent,German,vorgesetzte,1,1,0,0
PhDStudent,German,reformpunkte,1,0,1,0
PhDStudent,German,vorsatz,1,0,0,1
PhDStudent,German,wolf dieter lukas der,1,1,0,0
PhDStudent,German,wolfgang,1,0,1,0
PhDStudent,German,wolfgang stefinger,1,0,1,0
PhDStudent,German,wort,1,1,0,0
PhDStudent,German,worte,1,1,0,0
PhDStudent,German,zahlen,1,0,0,1
PhDStudent,German,zeitpunkt,1,1,0,0
PhDStudent,German,zeiträume,1,1,0,0
PhDStudent,German,zement,1,1,0,0
PhDStudent,German,zeug,1,1,0,0
PhDStudent,German,zu,1,0,0,1
PhDStudent,German,zukunft,1,1,0,0
PhDStudent,German,zum mir,1,1,0,0
PhDStudent,German,zusammenhängen,1,0,0,1
PhDStudent,German,zustände,1,1,0,0
PhDStudent,German,zwang,1,1,0,0
PhDStudent,German,ärzte,1,0,1,0
PhDStudent,German,überschrift,1,1,0,0
PhDStudent,German,überstunde,1,1,0,0
PhDStudent,German,wolf dieter,1,1,0,0
PhDStudent,German,wohnort,1,1,0,0
PhDStudent,German,woche,1,1,0,0
PhDStudent,German,wer rastet,1,1,0,0
PhDStudent,German,vorschläge,1,0,0,1
PhDStudent,German,vorwort,1,0,1,0
PhDStudent,German,vw,1,0,1,0
PhDStudent,German,wahl,1,0,1,0
PhDStudent,German,wahlen,1,1,0,0
PhDStudent,German,weber,1,0,1,0
PhDStudent,German,wechsel,1,1,0,0
PhDStudent,German,weiter,1,1,0,0
PhDStudent,German,werdegangs,1,1,0,0
PhDStudent,German,witz,1,0,0,1
PhDStudent,German,wiederholung,1,1,0,0
PhDStudent,German,window of opportunity,1,0,1,0
PhDStudent,German,wiss politik,1,1,0,0
PhDStudent,German,wissenschaftlichen tätigkeiten,1,1,0,0
PhDStudent,German,wissenschaftsbetrieb,1,1,0,0
PhDStudent,German,wissenschaftsentfristungsgesetz,1,1,0,0
PhDStudent,German,wissenschaftskarriere,1,1,0,0
PhDStudent,German,wissenschaftsministerin,1,1,0,0
PhDStudent,German,ton,1,1,0,0
PhDStudent,German,theses,1,1,0,0
PhDStudent,German,thesen,1,1,0,0
PhDStudent,German,therapeut,1,1,0,0
PhDStudent,German,schulleiter,1,1,0,0
PhDStudent,German,schweiz,1,1,0,0
PhDStudent,German,schwinden,1,1,0,0
PhDStudent,German,schön,1,0,0,1
PhDStudent,German,schöne aula,1,0,0,1
PhDStudent,German,sektionen,1,1,0,0
PhDStudent,German,sendung,1,0,0,1
PhDStudent,German,service,1,0,1,0
PhDStudent,German,sessions,1,0,1,0
PhDStudent,German,show,1,0,1,0
PhDStudent,German,sie,1,0,1,0
PhDStudent,German,simulator,1,1,0,0
PhDStudent,German,sinn,1,1,0,0
PhDStudent,German,sollten,1,0,0,1
PhDStudent,German,song,1,0,0,1
PhDStudent,German,sonne,1,0,1,0
PhDStudent,German,sorge,1,1,0,0
PhDStudent,German,machtinstrument,1,1,0,0
PhDStudent,German,space,1,0,1,0
PhDStudent,German,schritt,1,0,0,1
PhDStudent,German,schreib tutoring,1,0,0,1
PhDStudent,German,schlüsselfigur,1,0,1,0
PhDStudent,German,rente,1,1,0,0
PhDStudent,German,reformvorschläge,1,0,0,1
PhDStudent,German,regel,1,1,0,0
PhDStudent,German,regeln,1,1,0,0
PhDStudent,German,reisekosten,1,1,0,0
PhDStudent,German,reisemittel,1,1,0,0
PhDStudent,German,reiseperspektiven,1,1,0,0
PhDStudent,German,rektor,1,1,0,0
PhDStudent,German,rektorat,1,1,0,0
PhDStudent,German,resolution,1,0,1,0
PhDStudent,German,satz,1,1,0,0
PhDStudent,German,resource,1,0,0,1
PhDStudent,German,rest,1,0,1,0
PhDStudent,German,ringena,1,1,0,0
PhDStudent,German,räume,1,1,0,0
PhDStudent,German,rückzug,1,1,0,0
PhDStudent,German,sachbearbeiterin,1,0,0,1
PhDStudent,German,sachmittelkosten,1,1,0,0
PhDStudent,German,satire,1,1,0,0
PhDStudent,German,spotify,1,0,1,0
PhDStudent,German,sprechstunde studentin,1,1,0,0
PhDStudent,German,stand,1,1,0,0
PhDStudent,German,tarifverträge,1,1,0,0
PhDStudent,German,studis,1,0,0,1
PhDStudent,German,stufe,1,0,1,0
PhDStudent,German,switch,1,1,0,0
PhDStudent,German,symbol,1,1,0,0
PhDStudent,German,symbolvideo,1,0,1,0
PhDStudent,German,tag,1,0,1,0
PhDStudent,German,tage,1,1,0,0
PhDStudent,German,tarifrunde,1,0,1,0
PhDStudent,German,tat,1,0,1,0
PhDStudent,German,studierendenschaft,1,1,0,0
PhDStudent,German,teaching,1,1,0,0
PhDStudent,German,technik,1,0,0,1
PhDStudent,German,teil,1,1,0,0
PhDStudent,German,teilzeit,1,1,0,0
PhDStudent,German,teilzeitstelle,1,1,0,0
PhDStudent,German,teilzeitstellen,1,1,0,0
PhDStudent,German,tempo,1,0,1,0
PhDStudent,German,tests,1,1,0,0
PhDStudent,German,studio,1,0,1,0
PhDStudent,German,studiengänge,1,1,0,0
PhDStudent,German,standbein,1,1,0,0
PhDStudent,German,steuergeld,1,1,0,0
PhDStudent,German,standort,1,1,0,0
PhDStudent,German,standorten,1,0,1,0
PhDStudent,German,statement,1,0,0,1
PhDStudent,German,statistik,1,1,0,0
PhDStudent,German,status quo,1,0,1,0
PhDStudent,German,stellenpläne,1,0,1,0
PhDStudent,German,stellschrauben,1,1,0,0
PhDStudent,German,stellungnahme,1,0,0,1
PhDStudent,German,stiftungen,1,1,0,0
PhDStudent,German,studien,1,1,0,0
PhDStudent,German,stilkritik,1,1,0,0
PhDStudent,German,stipendium,1,1,0,0
PhDStudent,German,strategie,1,0,1,0
PhDStudent,German,stream,1,0,1,0
PhDStudent,German,struktur,1,1,0,0
PhDStudent,German,student,1,1,0,0
PhDStudent,German,studenten,1,1,0,0
PhDStudent,German,studentische,1,1,0,0
PhDStudent,German,management,1,1,0,0
PhDStudent,German,abbau,1,0,0,1
PhDStudent,German,macht,1,0,1,0
PhDStudent,German,chat,1,0,1,0
PhDStudent,German,bundesminister,1,0,1,0
PhDStudent,German,bundesregierung,1,1,0,0
PhDStudent,German,bwl,1,0,1,0
PhDStudent,German,bücher,1,0,1,0
PhDStudent,German,campus,1,0,0,1
PhDStudent,German,caro,1,0,1,0
PhDStudent,German,cdu,1,1,0,0
PhDStudent,German,champagner,1,0,1,0
PhDStudent,German,charité,1,1,0,0
PhDStudent,German,checklisten,1,1,0,0
PhDStudent,German,budget,1,1,0,0
PhDStudent,German,chefs,1,1,0,0
PhDStudent,German,claus,1,0,1,0
PhDStudent,German,clip,1,0,0,1
PhDStudent,German,code,1,1,0,0
PhDStudent,German,color,1,1,0,0
PhDStudent,German,coronaverlängerung,1,0,1,0
PhDStudent,German,crossed,1,0,1,0
PhDStudent,German,cv,1,1,0,0
PhDStudent,German,daad,1,1,0,0
PhDStudent,German,bullshit,1,1,0,0
PhDStudent,German,branche,1,1,0,0
PhDStudent,German,daten,1,1,0,0
PhDStudent,German,beziehung,1,1,0,0
PhDStudent,German,beschäftigungspolitik,1,0,0,1
PhDStudent,German,beschäftigungsverhätlnisse,1,1,0,0
PhDStudent,German,besoldung,1,1,0,0
PhDStudent,German,bestand,1,1,0,0
PhDStudent,German,beteiligung,1,0,1,0
PhDStudent,German,betreuer innen,1,1,0,0
PhDStudent,German,betriebsablaufs,1,1,0,0
PhDStudent,German,betriebsrat,1,1,0,0
PhDStudent,German,bewerbung,1,1,0,0
PhDStudent,German,beziehung lebens familienplanung,1,1,0,0
PhDStudent,German,boss,1,0,1,0
PhDStudent,German,bias,1,1,0,0
PhDStudent,German,bildes,1,1,0,0
PhDStudent,German,bildung forschung,1,1,0,0
PhDStudent,German,bildungspolitik,1,0,0,1
PhDStudent,German,bildungssystem,1,0,0,1
PhDStudent,German,birkenstock thatcher,1,1,0,0
PhDStudent,German,blick,1,0,1,0
PhDStudent,German,blog,1,0,1,0
PhDStudent,German,bonus,1,1,0,0
PhDStudent,German,das programm,1,0,1,0
PhDStudent,German,dauer,1,1,0,0
PhDStudent,German,beschäftigte,1,1,0,0
PhDStudent,German,eindruck,1,1,0,0
PhDStudent,German,doktortitel,1,1,0,0
PhDStudent,German,dozentinnenherz,1,1,0,0
PhDStudent,German,dozierende,1,1,0,0
PhDStudent,German,dr martin,1,0,1,0
PhDStudent,German,drittmittel,1,1,0,0
PhDStudent,German,drittmitteln,1,1,0,0
PhDStudent,German,durchführung,1,0,1,0
PhDStudent,German,durchschnittsalter,1,1,0,0
PhDStudent,German,ebook,1,0,0,1
PhDStudent,German,einsatz,1,0,0,1
PhDStudent,German,doktorierenden,1,1,0,0
PhDStudent,German,element,1,0,1,0
PhDStudent,German,elite,1,1,0,0
PhDStudent,German,elternzeit,1,1,0,0
PhDStudent,German,emma,1,0,1,0
PhDStudent,German,empathie,1,1,0,0
PhDStudent,German,ende,1,1,0,0
PhDStudent,German,entlohnung,1,0,0,1
PhDStudent,German,entscheidung,1,0,1,0
PhDStudent,German,ergebnisse,1,0,1,0
PhDStudent,German,doktormutter,1,0,1,0
PhDStudent,German,doktorant innen,1,0,1,0
PhDStudent,German,definition von,1,1,0,0
PhDStudent,German,dienstzeiten,1,1,0,0
PhDStudent,German,dekan,1,0,0,1
PhDStudent,German,department,1,0,1,0
PhDStudent,German,der arbeitsplatz,1,1,0,0
PhDStudent,German,der shit,1,1,0,0
PhDStudent,German,der wissenschaftler,1,1,0,0
PhDStudent,German,dialog,1,0,1,0
PhDStudent,German,dialog ist,1,0,0,1
PhDStudent,German,die wirklichkeit,1,1,0,0
PhDStudent,German,dienst,1,1,0,0
PhDStudent,German,dieter,1,0,1,0
PhDStudent,German,doktorant,1,1,0,0
PhDStudent,German,disputation,1,0,0,1
PhDStudent,German,diss,1,0,1,0
PhDStudent,German,disziplinen forschungsthemen einrichtungen,1,0,1,0
PhDStudent,German,doc,1,1,0,0
PhDStudent,German,dogma,1,1,0,0
PhDStudent,German,dokterväter,1,0,1,0
PhDStudent,German,doktorand,1,1,0,0
PhDStudent,German,doktoranden,1,1,0,0
PhDStudent,German,doktorandys,1,1,0,0
PhDStudent,German,beschäftigungserlaubnis,1,1,0,0
PhDStudent,German,beschreibung,1,1,0,0
PhDStudent,German,lösungen,1,0,0,1
PhDStudent,German,antwort,1,1,0,0
PhDStudent,German,ankommen,1,1,0,0
PhDStudent,German,annahme,1,1,0,0
PhDStudent,German,anpassung,1,0,0,1
PhDStudent,German,anrufer,1,1,0,0
PhDStudent,German,ansatz,1,0,1,0
PhDStudent,German,anschlussverwendung,1,1,0,0
PhDStudent,German,anstellungsbedingungen,1,1,0,0
PhDStudent,German,anstellungsverhältnissen,1,1,0,0
PhDStudent,German,antrag,1,0,1,0
PhDStudent,German,antwortversuch,1,0,1,0
PhDStudent,German,anja karliczeks,1,1,0,0
PhDStudent,German,arbeitnehmerrechte,1,0,0,1
PhDStudent,German,arbeits und beschäftigungsbedingungen,1,1,0,0
PhDStudent,German,arbeitsamt,1,1,0,0
PhDStudent,German,arbeitsamts,1,0,0,1
PhDStudent,German,arbeitsbedinungen,1,0,0,1
PhDStudent,German,arbeitsdruck,1,1,0,0
PhDStudent,German,arbeitsfeld,1,1,0,0
PhDStudent,German,arbeitslosengeld,1,1,0,0
PhDStudent,German,arbeitsloser,1,1,0,0
PhDStudent,German,anja steinbeck,1,0,0,1
PhDStudent,German,anja,1,0,1,0
PhDStudent,German,arbeitsverhältnisse,1,1,0,0
PhDStudent,German,aktivist,1,0,0,1
PhDStudent,German,abschiede,1,1,0,0
PhDStudent,German,abschluss,1,0,1,0
PhDStudent,German,access,1,1,0,0
PhDStudent,German,admins,1,0,0,1
PhDStudent,German,akademie,1,0,1,0
PhDStudent,German,akademikerinnen,1,1,0,0
PhDStudent,German,akademische freiheit,1,0,0,1
PhDStudent,German,akademischen mittelbaus,1,1,0,0
PhDStudent,German,aktion,1,0,0,1
PhDStudent,German,als,1,0,1,0
PhDStudent,German,animation,1,0,0,1
PhDStudent,German,am start,1,1,0,0
PhDStudent,German,amp themen,1,0,0,1
PhDStudent,German,amrei,1,0,0,1
PhDStudent,German,an wissenschaftsminister sibler,1,0,1,0
PhDStudent,German,andere,1,1,0,0
PhDStudent,German,andreas,1,0,1,0
PhDStudent,German,anerkennung,1,1,0,0
PhDStudent,German,anfang,1,0,1,0
PhDStudent,German,angriff,1,1,0,0
PhDStudent,German,arbeitsumfeld,1,0,0,1
PhDStudent,German,arbeitsverträge,1,1,0,0
PhDStudent,German,berlin,1,0,1,0
PhDStudent,German,begriffs,1,1,0,0
PhDStudent,German,autor,1,0,0,1
PhDStudent,German,backöfen,1,1,0,0
PhDStudent,German,bank,1,1,0,0
PhDStudent,German,basis,1,0,1,0
PhDStudent,German,bau,1,1,0,0
PhDStudent,German,beamte,1,1,0,0
PhDStudent,German,befristeten anstellung,1,1,0,0
PhDStudent,German,befristungspraxis,1,1,0,0
PhDStudent,German,begriff,1,0,1,0
PhDStudent,German,behauptung,1,1,0,0
PhDStudent,German,auswertung,1,0,0,1
PhDStudent,German,behinderung,1,1,0,0
PhDStudent,German,beigeschmack,1,1,0,0
PhDStudent,German,beispiele,1,1,0,0
PhDStudent,German,beitrag von,1,0,0,1
PhDStudent,German,belastung,1,1,0,0
PhDStudent,German,belegschaft,1,1,0,0
PhDStudent,German,beraterin,1,0,0,1
PhDStudent,German,beraterinnen,1,0,0,1
PhDStudent,German,berichts,1,1,0,0
